,true_tokens,pred_tokens,t_labels,p_labels
21825,meat,meat,O,O
21826,dish,dish,O,O
21827,",",",",O,O
21828,the,the,O,O
21829,chana,chana,B-MENU,B-MENU
21830,masala,masala,I-MENU,I-MENU
21831,",",",",O,O
21832,samosas,samosas,B-MENU,B-MENU
21833,",",",",O,O
21834,biriyanis,biriyanis,B-MENU,B-MENU
21835,",",",",O,O
21836,etc,etc,O,O
21837,.,.,O,O
21838,Indian,Indian,O,O
21839,take-out,take-out,O,O
21840,is,is,O,O
21841,hardly,hardly,O,O
21842,known,known,O,O
21843,for,for,O,O
21844,its,its,O,O
21845,healthiness,healthiness,O,O
21846,",",",",O,O
21847,but,but,O,O
21848,when,when,O,O
21849,you,you,O,O
21850,order,order,O,O
21851,a,a,O,O
21852,veal,veal,O,B-MENU
21853,karahi,karahi,B-MENU,I-MENU
21854,and,and,O,O
21855,get,get,O,O
21856,two,two,O,O
21857,sad,sad,O,O
21858,chunks,chunks,O,O
21859,of,of,O,O
21860,meat,meat,O,O
21861,floating,floating,O,O
21862,in,in,O,O
21863,half,half,O,O
21864,a,a,O,O
21865,container,container,O,O
21866,in,in,O,O
21867,oil,oil,O,O
21868,",",",",O,O
21869,it's,it's,O,O
21870,a,a,O,O
21871,little,little,O,O
21872,disheartening,disheartening,O,O
21873,.,.,O,O
21874,Add,Add,O,O
21875,to,to,O,O
21876,that,that,O,O
21877,the,the,O,O
21878,fact,fact,O,O
21879,that,that,O,O
21880,food,food,O,O
21881,is,is,O,O
21882,often,often,O,O
21883,sitting,sitting,O,O
21884,under,under,O,O
21885,a,a,O,O
21886,heat,heat,O,O
21887,lamp,lamp,O,O
21888,for,for,O,O
21889,God,God,O,O
21890,knows,knows,O,O
21891,how,how,O,O
21892,long,long,O,O
21893,.,.,O,O
21894,.,.,O,O
21895,.,.,O,O
21896,On,On,O,O
21897,the,the,O,O
21898,upside,upside,O,O
21899,:,:,O,O
21900,the,the,O,O
21901,chicken,chicken,B-MENU,B-MENU
21902,biriyani,biriyani,I-MENU,I-MENU
21903,is,is,O,O
21904,good,good,O,O
21905,bang,bang,O,O
21906,for,for,O,O
21907,your,your,O,O
21908,buck,buck,O,O
21909,-,-,O,O
21910,especially,especially,O,O
21911,during,during,O,O
21912,the,the,O,O
21913,week,week,O,O
21914,when,when,O,O
21915,it's,it's,O,O
21916,on,on,O,O
21917,special,special,O,O
21918,.,.,O,O
21919,You,You,O,O
21920,get,get,O,O
21921,a,a,O,O
21922,fairly,fairly,O,O
21923,flavourful,flavourful,O,O
21924,container,container,O,O
21925,packed,packed,O,O
21926,with,with,O,O
21927,rice,rice,O,B-MENU
21928,and,and,O,O
21929,meat,meat,O,O
21930,.,.,O,O
21931,It's,It's,O,O
21932,ready,ready,O,O
21933,to,to,O,O
21934,go,go,O,O
21935,",",",",O,O
21936,so,so,O,O
21937,you,you,O,O
21938,rarely,rarely,O,O
21939,have,have,O,O
21940,to,to,O,O
21941,wait,wait,O,O
21942,more,more,O,O
21943,than,than,O,O
21944,a,a,O,O
21945,few,few,O,O
21946,minutes,minutes,O,O
21947,for,for,O,O
21948,your,your,O,O
21949,order,order,O,O
21950,.,.,O,O
21951,There,There,O,O
21952,was,was,O,O
21953,that,that,O,O
21954,one,one,O,O
21955,time,time,O,O
21956,they,they,O,O
21957,ran,ran,O,O
21958,out,out,O,O
21959,of,of,O,O
21960,chicken,chicken,B-MENU,B-MENU
21961,biriyani,biriyani,I-MENU,I-MENU
21962,(,(,O,O
21963,which,which,O,O
21964,is,is,O,O
21965,understandable,understandable,O,O
21966,when,when,O,O
21967,it's,it's,O,O
21968,on,on,O,O
21969,special,special,O,O
21970,),),O,O
21971,but,but,O,O
21972,then,then,O,O
21973,offered,offered,O,O
21974,me,me,O,O
21975,a,a,O,O
21976,"""","""",O,O
21977,regular,regular,O,B-MENU
21978,biriyani,biriyani,O,I-MENU
21979,"""","""",O,O
21980,(,(,O,O
21981,read,read,O,O
21982,:,:,O,O
21983,JUST,JUST,O,O
21984,rice,rice,O,O
21985,),),O,O
21986,for,for,O,O
21987,the,the,O,O
21988,same,same,O,O
21989,price,price,O,O
21990,.,.,O,O
21991,Ummm,Ummm,O,O
21992,",",",",O,O
21993,say,say,O,O
21994,what,what,O,O
21995,?,?,O,O
21996,I,I,O,O
21997,do,do,O,O
21998,love,love,O,O
21999,their,their,O,O
22000,beef,beef,B-MENU,B-MENU
22001,samosas,samosas,I-MENU,I-MENU
22002,-,-,O,O
22003,it's,it's,O,O
22004,just,just,O,O
22005,to,to,O,O
22006,bad,bad,O,O
22007,that,that,O,O
22008,they,they,O,O
22009,NEVER,NEVER,O,O
22010,HAVE,HAVE,O,O
22011,ANY,ANY,O,O
22012,.,.,O,O
22013,Seriously,Seriously,O,O
22014,",",",",O,O
22015,I,I,O,O
22016,have,have,O,O
22017,been,been,O,O
22018,here,here,O,O
22019,early,early,O,O
22020,in,in,O,O
22021,the,the,O,O
22022,evening,evening,O,O
22023,",",",",O,O
22024,at,at,O,O
22025,random,random,O,O
22026,times,times,O,O
22027,during,during,O,O
22028,the,the,O,O
22029,week,week,O,O
22030,",",",",O,O
22031,and,and,O,O
22032,they,they,O,O
22033,have,have,O,O
22034,loads,loads,O,O
22035,of,of,O,O
22036,sad,sad,O,O
22037,looking,looking,O,O
22038,veggie,veggie,B-MENU,B-MENU
22039,samosas,samosas,I-MENU,I-MENU
22040,",",",",O,O
22041,but,but,O,O
22042,no,no,O,O
22043,beef,beef,O,O
22044,.,.,O,O
22045,I,I,O,O
22046,feel,feel,O,O
22047,like,like,O,O
22048,the,the,O,O
22049,owners,owners,O,O
22050,need,need,O,O
22051,to,to,O,O
22052,do,do,O,O
22053,a,a,O,O
22054,serious,serious,O,O
22055,evaluation,evaluation,O,O
22056,of,of,O,O
22057,what,what,O,O
22058,works,works,O,O
22059,and,and,O,O
22060,doesn't,doesn't,O,O
22061,work,work,O,O
22062,.,.,O,O
22063,If,If,O,O
22064,you,you,O,O
22065,notice,notice,O,O
22066,you're,you're,O,O
22067,always,always,O,O
22068,selling,selling,O,O
22069,out,out,O,O
22070,of,of,O,O
22071,a,a,O,O
22072,certain,certain,O,O
22073,item,item,O,O
22074,(,(,O,O
22075,and,and,O,O
22076,NOT,NOT,O,O
22077,another,another,O,O
22078,),),O,O
22079,",",",",O,O
22080,doesn't,doesn't,O,O
22081,it,it,O,O
22082,make,make,O,O
22083,sense,sense,O,O
22084,to,to,O,O
22085,up,up,O,O
22086,that,that,O,O
22087,portion,portion,O,O
22088,while,while,O,O
22089,downsizing,downsizing,O,O
22090,another,another,O,O
22091,?,?,O,O
22092,Who,Who,O,O
22093,knows,knows,O,O
22094,.,.,O,O
22095,My,My,O,O
22096,biggest,biggest,O,O
22097,gripe,gripe,O,O
22098,was,was,O,O
22099,the,the,O,O
22100,chana,chana,B-MENU,B-MENU
22101,masala,masala,I-MENU,I-MENU
22102,incident,incident,O,O
22103,.,.,O,O
22104,The,The,O,O
22105,last,last,O,O
22106,time,time,O,O
22107,I,I,O,O
22108,went,went,O,O
22109,in,in,O,O
22110,",",",",O,O
22111,I,I,O,O
22112,ordered,ordered,O,O
22113,a,a,O,O
22114,chana,chana,B-MENU,B-MENU
22115,masala,masala,I-MENU,I-MENU
22116,(,(,O,O
22117,which,which,O,O
22118,I'm,I'm,O,O
22119,apathetic,apathetic,O,O
22120,about,about,O,O
22121,",",",",O,O
22122,but,but,O,O
22123,my,my,O,O
22124,husband,husband,O,O
22125,likes,likes,O,O
22126,),),O,O
22127,.,.,O,O
22128,The,The,O,O
22129,girl,girl,O,O
22130,at,at,O,O
22131,the,the,O,O
22132,counter,counter,O,O
22133,kind,kind,O,O
22134,of,of,O,O
22135,made,made,O,O
22136,a,a,O,O
22137,face,face,O,O
22138,and,and,O,O
22139,said,said,O,O
22140,",",",",O,O
22141,"""","""",O,O
22142,Oh,Oh,O,O
22143,.,.,O,O
22144,.,.,O,O
22145,.,.,O,O
22146,no,no,O,O
22147,.,.,O,O
22148,You,You,O,O
22149,don't,don't,O,O
22150,want,want,O,O
22151,that,that,O,O
22152,.,.,O,O
22153,"""","""",O,O
22154,I,I,O,O
22155,was,was,O,O
22156,confused,confused,O,O
22157,.,.,O,O
22158,There,There,O,O
22159,was,was,O,O
22160,a,a,O,O
22161,whole,whole,O,O
22162,tray,tray,O,O
22163,of,of,O,O
22164,it,it,O,O
22165,there,there,O,O
22166,",",",",O,O
22167,brimming,brimming,O,O
22168,with,with,O,O
22169,chick-pea,chick-pea,O,O
22170,goodness,goodness,O,O
22171,.,.,O,O
22172,"""","""",O,O
22173,It's,It's,O,O
22174,not,not,O,O
22175,.,.,O,O
22176,.,.,O,O
22177,.,.,O,O
22178,good,good,O,O
22179,today,today,O,O
22180,.,.,O,O
22181,"""","""",O,O
22182,What,What,O,O
22183,?,?,O,O
22184,What,What,O,O
22185,does,does,O,O
22186,that,that,O,O
22187,mean,mean,O,O
22188,?,?,O,O
22189,Is,Is,O,O
22190,the,the,O,O
22191,taste,taste,O,O
22192,just,just,O,O
22193,',',O,O
22194,off,off,O,O
22195,',',O,O
22196,or,or,O,O
22197,had,had,O,O
22198,it,it,O,O
22199,spoiled,spoiled,O,O
22200,?,?,O,O
22201,In,In,O,O
22202,either,either,O,O
22203,event,event,O,O
22204,",",",",O,O
22205,why,why,O,O
22206,is,is,O,O
22207,there,there,O,O
22208,a,a,O,O
22209,full,full,O,O
22210,tray,tray,O,O
22211,of,of,O,O
22212,"""","""",O,O
22213,not,not,O,O
22214,good,good,O,O
22215,"""","""",O,O
22216,chana,chana,B-MENU,B-MENU
22217,masala,masala,I-MENU,I-MENU
22218,here,here,O,O
22219,for,for,O,O
22220,customers,customers,O,O
22221,to,to,O,O
22222,look,look,O,O
22223,at,at,O,O
22224,(,(,O,O
22225,and,and,O,O
22226,possible,possible,O,O
22227,walk,walk,O,O
22228,out,out,O,O
22229,the,the,O,O
22230,door,door,O,O
22231,with,with,O,O
22232,),),O,O
22233,?,?,O,O
22234,I,I,O,O
22235,stared,stared,O,O
22236,at,at,O,O
22237,the,the,O,O
22238,tray,tray,O,O
22239,",",",",O,O
22240,and,and,O,O
22241,she,she,O,O
22242,motioned,motioned,O,O
22243,at,at,O,O
22244,it,it,O,O
22245,again,again,O,O
22246,",",",",O,O
22247,"""","""",O,O
22248,I,I,O,O
22249,was,was,O,O
22250,just,just,O,O
22251,going,going,O,O
22252,to,to,O,O
22253,remove,remove,O,O
22254,it,it,O,O
22255,from,from,O,O
22256,here,here,O,O
22257,anyway,anyway,O,O
22258,.,.,O,O
22259,"""","""",O,O
22260,But,But,O,O
22261,",",",",O,O
22262,um,um,O,O
22263,",",",",O,O
22264,you,you,O,O
22265,didn't,didn't,O,O
22266,.,.,O,O
22267,And,And,O,O
22268,I,I,O,O
22269,was,was,O,O
22270,the,the,O,O
22271,only,only,O,O
22272,person,person,O,O
22273,in,in,O,O
22274,the,the,O,O
22275,store,store,O,O
22276,.,.,O,O
22277,From,From,O,O
22278,the,the,O,O
22279,wide,wide,O,O
22280,glass,glass,O,O
22281,window,window,O,O
22282,",",",",O,O
22283,before,before,O,O
22284,I,I,O,O
22285,even,even,O,O
22286,stepped,stepped,O,O
22287,in,in,O,O
22288,",",",",O,O
22289,I,I,O,O
22290,could,could,O,O
22291,see,see,O,O
22292,that,that,O,O
22293,there,there,O,O
22294,was,was,O,O
22295,no,no,O,O
22296,one,one,O,O
22297,else,else,O,O
22298,even,even,O,O
22299,there,there,O,O
22300,.,.,O,O
22301,She,She,O,O
22302,hadn't,hadn't,O,O
22303,even,even,O,O
22304,come,come,O,O
22305,over,over,O,O
22306,until,until,O,O
22307,I'd,I'd,O,O
22308,been,been,O,O
22309,standing,standing,O,O
22310,there,there,O,O
22311,for,for,O,O
22312,a,a,O,O
22313,few,few,O,O
22314,minutes,minutes,O,O
22315,.,.,O,O
22316,It,It,O,O
22317,really,really,O,O
22318,bothers,bothers,O,O
22319,me,me,O,O
22320,that,that,O,O
22321,I,I,O,O
22322,still,still,O,O
22323,really,really,O,O
22324,don't,don't,O,O
22325,know,know,O,O
22326,what,what,O,O
22327,was,was,O,O
22328,so,so,O,O
22329,wrong,wrong,O,O
22330,with,with,O,O
22331,an,an,O,O
22332,entire,entire,O,O
22333,tray,tray,O,O
22334,of,of,O,O
22335,food,food,O,O
22336,that,that,O,O
22337,it,it,O,O
22338,would,would,O,O
22339,warrant,warrant,O,O
22340,being,being,O,O
22341,thrown,thrown,O,O
22342,out,out,O,O
22343,-,-,O,O
22344,and,and,O,O
22345,why,why,O,O
22346,it,it,O,O
22347,HADN'T,HADN'T,O,O
22348,been,been,O,O
22349,thrown,thrown,O,O
22350,out,out,O,O
22351,immediately,immediately,O,O
22352,if,if,O,O
22353,it,it,O,O
22354,really,really,O,O
22355,couldn't,couldn't,O,O
22356,be,be,O,O
22357,saved,saved,O,O
22358,.,.,O,O
22359,It,It,O,O
22360,was,was,O,O
22361,clear,clear,O,O
22362,from,from,O,O
22363,the,the,O,O
22364,crispiness,crispiness,O,O
22365,on,on,O,O
22366,the,the,O,O
22367,top,top,O,O
22368,(,(,O,O
22369,you,you,O,O
22370,know,know,O,O
22371,",",",",O,O
22372,that,that,O,O
22373,kind,kind,O,O
22374,of,of,O,O
22375,layer,layer,O,O
22376,of,of,O,O
22377,',',O,O
22378,skin,skin,O,O
22379,',',O,O
22380,that,that,O,O
22381,develops,develops,O,O
22382,?,?,O,O
22383,),),O,O
22384,that,that,O,O
22385,it,it,O,O
22386,had,had,O,O
22387,been,been,O,O
22388,sitting,sitting,O,O
22389,for,for,O,O
22390,a,a,O,O
22391,while,while,O,O
22392,.,.,O,O
22393,Ultimately,Ultimately,O,O
22394,",",",",O,O
22395,I'm,I'm,O,O
22396,really,really,O,O
22397,quite,quite,O,O
22398,relieved,relieved,O,O
22399,the,the,O,O
22400,staff,staff,O,O
22401,person,person,O,O
22402,told,told,O,O
22403,me,me,O,O
22404,before,before,O,O
22405,I,I,O,O
22406,bought,bought,O,O
22407,it,it,O,O
22408,",",",",O,O
22409,took,took,O,O
22410,it,it,O,O
22411,home,home,O,O
22412,and,and,O,O
22413,got,got,O,O
22414,diarrhea,diarrhea,O,O
22415,or,or,O,O
22416,something,something,O,O
22417,(,(,O,O
22418,this,this,O,O
22419,would,would,O,O
22420,be,be,O,O
22421,a,a,O,O
22422,much,much,O,O
22423,harsher,harsher,O,O
22424,review,review,O,O
22425,if,if,O,O
22426,that,that,O,O
22427,had,had,O,O
22428,happened,happened,O,O
22429,.,.,O,O
22430,.,.,O,O
22431,.,.,O,O
22432,),),O,O
22433,And,And,O,O
22434,I,I,O,O
22435,guess,guess,O,O
22436,that,that,O,O
22437,says,says,O,O
22438,something,something,O,O
22439,positive,positive,O,O
22440,about,about,O,O
22441,the,the,O,O
22442,customer,customer,O,O
22443,service,service,O,O
22444,(,(,O,O
22445,sorta,sorta,O,O
22446,.,.,O,O
22447,.,.,O,O
22448,.,.,O,O
22449,),),O,O
22450,As,As,O,O
22451,more,more,O,O
22452,and,and,O,O
22453,more,more,O,O
22454,Indian,Indian,O,O
22455,food,food,O,O
22456,places,places,O,O
22457,-,-,O,O
22458,both,both,O,O
22459,takeout,takeout,O,O
22460,and,and,O,O
22461,dine-in,dine-in,O,O
22462,-,-,O,O
22463,emerge,emerge,O,O
22464,in,in,O,O
22465,the,the,O,O
22466,region,region,O,O
22467,",",",",O,O
22468,store,store,O,O
22469,owners,owners,O,O
22470,need,need,O,O
22471,to,to,O,O
22472,realize,realize,O,O
22473,that,that,O,O
22474,customers,customers,O,O
22475,are,are,O,O
22476,going,going,O,O
22477,to,to,O,O
22478,eventually,eventually,O,O
22479,become,become,O,O
22480,more,more,O,O
22481,discerning,discerning,O,O
22482,.,.,O,O
22483,I,I,O,O
22484,really,really,O,O
22485,wanted,wanted,O,O
22486,this,this,O,O
22487,place,place,O,O
22488,to,to,O,O
22489,be,be,O,O
22490,a,a,O,O
22491,favorite,favorite,O,O
22492,-,-,O,O
22493,after,after,O,O
22494,all,all,O,O
22495,",",",",O,O
22496,it's,it's,O,O
22497,very,very,O,O
22498,convenient,convenient,O,O
22499,for,for,O,O
22500,me,me,O,O
22501,-,-,O,O
22502,but,but,O,O
22503,",",",",O,O
22504,sorry,sorry,O,O
22505,",",",",O,O
22506,Silver,Silver,O,B-MENU
22507,Spoon,Spoon,O,I-MENU
22508,",",",",O,O
22509,you,you,O,O
22510,just,just,O,O
22511,don't,don't,O,O
22512,make,make,O,O
22513,the,the,O,O
22514,cut.They,cut.They,O,O
22515,do,do,O,O
22516,not,not,O,O
22517,have,have,O,O
22518,lots,lots,O,O
22519,of,of,O,O
22520,crowd,crowd,O,O
22521,and,and,O,O
22522,it,it,O,O
22523,taste,taste,O,O
22524,is,is,O,O
22525,different,different,O,O
22526,than,than,O,O
22527,other,other,O,O
22528,locations,locations,O,O
22529,.,.,O,O
22530,I,I,O,O
22531,would,would,O,O
22532,not,not,O,O
22533,say,say,O,O
22534,the,the,O,O
22535,food,food,O,O
22536,is,is,O,O
22537,completely,completely,O,O
22538,bad,bad,O,O
22539,but,but,O,O
22540,certainly,certainly,O,O
22541,not,not,O,O
22542,the,the,O,O
22543,best,best,O,O
22544,.,.,O,O
22545,Their,Their,O,O
22546,biryani,biryani,B-MENU,B-MENU
22547,",",",",O,O
22548,the,the,O,O
22549,holy,holy,O,O
22550,grail,grail,O,O
22551,of,of,O,O
22552,southeast,southeast,O,O
22553,Asian,Asian,O,O
22554,food,food,O,O
22555,",",",",O,O
22556,is,is,O,O
22557,just,just,O,O
22558,so,so,O,O
22559,spicy,spicy,O,O
22560,and,and,O,O
22561,sometimes,sometimes,O,O
22562,taste,taste,O,O
22563,raw,raw,O,O
22564,",",",",O,O
22565,like,like,O,O
22566,something,something,O,O
22567,is,is,O,O
22568,missing,missing,O,O
22569,.,.,O,O
22570,I,I,O,O
22571,would,would,O,O
22572,suggest,suggest,O,O
22573,this,this,O,O
22574,to,to,O,O
22575,masses,masses,O,O
22576,",",",",O,O
22577,try,try,O,O
22578,before,before,O,O
22579,you,you,O,O
22580,buy.Came,buy.Came,O,O
22581,here,here,O,O
22582,a,a,O,O
22583,few,few,O,O
22584,days,days,O,O
22585,ago,ago,O,O
22586,and,and,O,O
22587,they,they,O,O
22588,were,were,O,O
22589,closed,closed,O,O
22590,.,.,O,O
22591,The,The,O,O
22592,health,health,O,O
22593,department,department,O,O
22594,had,had,O,O
22595,stopped,stopped,O,O
22596,by,by,O,O
22597,a,a,O,O
22598,closed,closed,O,O
22599,them,them,O,O
22600,down,down,O,O
22601,.,.,O,O
22602,They,They,O,O
22603,had,had,O,O
22604,a,a,O,O
22605,sign,sign,O,O
22606,up,up,O,O
22607,stating,stating,O,O
22608,"""","""",O,O
22609,kitchen,kitchen,O,O
22610,maintenance,maintenance,O,O
22611,.,.,O,O
22612,"""","""",O,O
22613,What,What,O,O
22614,was,was,O,O
22615,worrying,worrying,O,O
22616,was,was,O,O
22617,that,that,O,O
22618,the,the,O,O
22619,sign,sign,O,O
22620,put,put,O,O
22621,up,up,O,O
22622,by,by,O,O
22623,the,the,O,O
22624,health,health,O,O
22625,department,department,O,O
22626,stated,stated,O,O
22627,the,the,O,O
22628,closure,closure,O,O
22629,was,was,O,O
22630,due,due,O,O
22631,to,to,O,O
22632,insects,insects,O,O
22633,and,and,O,O
22634,vermin,vermin,O,O
22635,.,.,O,O
22636,Won't,Won't,O,O
22637,be,be,O,O
22638,coming,coming,O,O
22639,here,here,O,O
22640,anymore,anymore,O,O
22641,.,.,O,O
22642,I've,I've,O,O
22643,added,added,O,O
22644,a,a,O,O
22645,picture,picture,O,O
22646,of,of,O,O
22647,the,the,O,O
22648,sign,sign,O,O
22649,to,to,O,O
22650,the,the,O,O
22651,gallery.I,gallery.I,O,O
22652,was,was,O,O
22653,on,on,O,O
22654,their,their,O,O
22655,website,website,O,O
22656,and,and,O,O
22657,they,they,O,O
22658,had,had,O,O
22659,a,a,O,O
22660,10%,10%,O,O
22661,off,off,O,O
22662,coupon,coupon,O,O
22663,when,when,O,O
22664,you,you,O,O
22665,pay,pay,O,O
22666,cash,cash,O,O
22667,if,if,O,O
22668,you,you,O,O
22669,show,show,O,O
22670,it,it,O,O
22671,on,on,O,O
22672,your,your,O,O
22673,smartphone,smartphone,O,O
22674,.,.,O,O
22675,So,So,O,O
22676,I,I,O,O
22677,went,went,O,O
22678,in,in,O,O
22679,placed,placed,O,O
22680,my,my,O,O
22681,order,order,O,O
22682,and,and,O,O
22683,went,went,O,O
22684,to,to,O,O
22685,pay,pay,O,O
22686,told,told,O,O
22687,her,her,O,O
22688,I,I,O,O
22689,had,had,O,O
22690,the,the,O,O
22691,coupon,coupon,O,O
22692,and,and,O,O
22693,then,then,O,O
22694,she,she,O,O
22695,told,told,O,O
22696,me,me,O,O
22697,they,they,O,O
22698,don't,don't,O,O
22699,honour,honour,O,O
22700,that,that,O,O
22701,there,there,O,O
22702,it's,it's,O,O
22703,only,only,O,O
22704,for,for,O,O
22705,the,the,O,O
22706,Scarbouough,Scarbouough,O,O
22707,location,location,O,O
22708,I,I,O,O
22709,was,was,O,O
22710,like,like,O,O
22711,it,it,O,O
22712,doesn't,doesn't,O,O
22713,say,say,O,O
22714,that,that,O,O
22715,and,and,O,O
22716,she,she,O,O
22717,was,was,O,O
22718,still,still,O,O
22719,like,like,O,O
22720,sorry,sorry,O,O
22721,no,no,O,O
22722,I,I,O,O
22723,was,was,O,O
22724,not,not,O,O
22725,happy,happy,O,O
22726,and,and,O,O
22727,she,she,O,O
22728,said,said,O,O
22729,she,she,O,O
22730,would,would,O,O
22731,go,go,O,O
22732,talk,talk,O,O
22733,to,to,O,O
22734,her,her,O,O
22735,manager,manager,O,O
22736,I,I,O,O
22737,could,could,O,O
22738,hear,hear,O,O
22739,them,them,O,O
22740,loud,loud,O,O
22741,talking,talking,O,O
22742,about,about,O,O
22743,it,it,O,O
22744,in,in,O,O
22745,another,another,O,O
22746,language,language,O,O
22747,then,then,O,O
22748,she,she,O,O
22749,comes,comes,O,O
22750,back,back,O,O
22751,out,out,O,O
22752,and,and,O,O
22753,was,was,O,O
22754,like,like,O,O
22755,ok,ok,O,O
22756,they,they,O,O
22757,will,will,O,O
22758,do,do,O,O
22759,it,it,O,O
22760,.,.,O,O
22761,I,I,O,O
22762,pay,pay,O,O
22763,and,and,O,O
22764,then,then,O,O
22765,when,when,O,O
22766,I,I,O,O
22767,look,look,O,O
22768,at,at,O,O
22769,my,my,O,O
22770,receipt,receipt,O,O
22771,after,after,O,O
22772,all,all,O,O
22773,that,that,O,O
22774,she,she,O,O
22775,still,still,O,O
22776,did,did,O,O
22777,not,not,O,O
22778,give,give,O,O
22779,me,me,O,O
22780,the,the,O,O
22781,discount,discount,O,O
22782,.,.,O,O
22783,I,I,O,O
22784,had,had,O,O
22785,to,to,O,O
22786,wait,wait,O,O
22787,while,while,O,O
22788,they,they,O,O
22789,calculated,calculated,O,O
22790,it,it,O,O
22791,then,then,O,O
22792,gave,gave,O,O
22793,me,me,O,O
22794,my,my,O,O
22795,money,money,O,O
22796,back,back,O,O
22797,.,.,O,O
22798,There,There,O,O
22799,are,are,O,O
22800,wayyyyy,wayyyyy,O,O
22801,too,too,O,O
22802,many,many,O,O
22803,places,places,O,O
22804,to,to,O,O
22805,get,get,O,O
22806,take,take,O,O
22807,out,out,O,O
22808,to,to,O,O
22809,deal,deal,O,O
22810,with,with,O,O
22811,bad,bad,O,O
22812,customer,customer,O,O
22813,service,service,O,O
22814,.,.,O,O
22815,I,I,O,O
22816,will,will,O,O
22817,not,not,O,O
22818,be,be,O,O
22819,back,back,O,O
22820,*,*,O,O
22821,*,*,O,O
22822,*,*,O,O
22823,I,I,O,O
22824,was,was,O,O
22825,first,first,O,O
22826,to,to,O,O
22827,review,review,O,O
22828,this,this,O,O
22829,place,place,O,O
22830,.,.,O,O
22831,I,I,O,O
22832,gave,gave,O,O
22833,it,it,O,O
22834,5,5,O,O
22835,stars,stars,O,O
22836,and,and,O,O
22837,below,below,O,O
22838,review,review,O,O
22839,remains,remains,O,O
22840,.,.,O,O
22841,I,I,O,O
22842,do,do,O,O
22843,feel,feel,O,O
22844,it,it,O,O
22845,has,has,O,O
22846,fallen,fallen,O,O
22847,off,off,O,O
22848,big,big,O,O
22849,time,time,O,O
22850,.,.,O,O
22851,I,I,O,O
22852,have,have,O,O
22853,given,given,O,O
22854,you,you,O,O
22855,so,so,O,O
22856,many,many,O,O
22857,chances,chances,O,O
22858,",",",",O,O
22859,your,your,O,O
22860,staff,staff,O,O
22861,is,is,O,O
22862,very,very,O,O
22863,nice,nice,O,O
22864,.,.,O,O
22865,My,My,O,O
22866,last,last,O,O
22867,straw,straw,O,O
22868,was,was,O,O
22869,the,the,O,O
22870,cockroach,cockroach,O,O
22871,on,on,O,O
22872,the,the,O,O
22873,fridge,fridge,O,O
22874,.,.,O,O
22875,I,I,O,O
22876,called,called,O,O
22877,the,the,O,O
22878,guy,guy,O,O
22879,out,out,O,O
22880,from,from,O,O
22881,the,the,O,O
22882,back,back,O,O
22883,to,to,O,O
22884,show,show,O,O
22885,the,the,O,O
22886,cockroach,cockroach,O,O
22887,.,.,O,O
22888,It,It,O,O
22889,was,was,O,O
22890,about,about,O,O
22891,mid,mid,O,O
22892,adult,adult,O,O
22893,size,size,O,O
22894,",",",",O,O
22895,with,with,O,O
22896,them,them,O,O
22897,wirey,wirey,O,O
22898,attennas,attennas,O,O
22899,.,.,O,O
22900,It,It,O,O
22901,was,was,O,O
22902,crawling,crawling,O,O
22903,around,around,O,O
22904,",",",",O,O
22905,and,and,O,O
22906,i,i,O,O
22907,pictured,pictured,O,O
22908,it,it,O,O
22909,being,being,O,O
22910,baked,baked,O,O
22911,into,into,O,O
22912,my,my,O,O
22913,shami,shami,B-MENU,O
22914,kabab,kabab,I-MENU,I-MENU
22915,I,I,O,O
22916,just,just,O,O
22917,ordered,ordered,O,O
22918,.,.,O,O
22919,The,The,O,O
22920,food,food,O,O
22921,is,is,O,O
22922,on,on,O,O
22923,warmers,warmers,O,O
22924,.,.,O,O
22925,It,It,O,O
22926,is,is,O,O
22927,either,either,O,O
22928,doused,doused,O,O
22929,in,in,O,O
22930,oil,oil,O,O
22931,to,to,O,O
22932,not,not,O,O
