-DOCSTART- -X- -X- O
, , O O
but CC O O
my PRP$ B-NP O
fave JJ I-NP O
menu NN I-NP O
items NNS I-NP O
are VBP B-VP O
the DT B-NP O
fish JJ I-NP B-MENU
pakoras NNS I-NP I-MENU
and CC O O
the DT B-NP O
butter NN I-NP B-MENU
chicken NN I-NP I-MENU
bowl NN I-NP O
. . O O

I PRP B-NP O
've VBP B-VP O
yet RB I-VP O
to TO I-VP O
try VB I-VP O
their PRP$ B-NP O
garlic JJ I-NP B-MENU
naan NNS I-NP I-MENU
bread VBP B-VP I-MENU
so RB I-VP O
ca MD B-VP O
n't RB I-VP O
wait VB I-VP O
to TO I-VP O
go VB I-VP O
back RB O O
and CC O O
try VB B-VP O
that DT B-NP O
! . O O

What WP B-NP O
's VBZ B-VP O
cool NN B-NP O
is VBZ B-VP O
you PRP B-NP O
can MD B-VP O
create VB I-VP O
a DT B-NP O
trio NN I-NP O
with IN B-PP O
a DT B-NP O
drink NN I-NP O
and CC O O
a DT B-NP O
side NN I-NP O
like IN B-PP O
garlic JJ B-NP B-MENU
naan JJ I-NP I-MENU
bread NN I-NP I-MENU
or CC O O
a DT B-NP O
samosa NN I-NP B-MENU
( ( O O
how WRB O O
can MD B-VP O
you PRP B-NP O
go VB B-VP O
wrong JJ B-NP O
? . O O
) ) O O

You PRP B-NP O
'll MD B-VP O
be VB I-VP O
seeing VBG I-VP O
me PRP B-NP O
again RB O O
! . O O

The DT B-NP O
first JJ I-NP O
time NN I-NP O
I PRP B-NP O
went VBD B-VP O
to TO I-VP O
spice VB I-VP O
bros NNS B-NP O
was VBD B-VP O
when WRB O O
they PRP B-NP O
first RB O O
opened VBD B-VP O
, , O O
and CC O O
as IN B-PP O
a DT B-NP O
chaser NN I-NP O
of IN B-PP O
spicy NN B-NP O
foods NNS I-NP O
I PRP B-NP O
have VBP B-VP O
to TO I-VP O
admit VB I-VP O
I PRP B-NP O
was VBD B-VP O
a DT B-NP O
bit NN I-NP O
disappointed JJ I-NP O
by IN B-PP O
the DT B-NP O
lack NN I-NP O
of IN B-PP O
spice NN B-NP O
( ( O O
not RB O O
to TO B-VP O
discredit VB I-VP O
the DT B-NP O
AMAZING NNP I-NP O
flavor NN I-NP O
) ) O O
. . O O

Because IN B-PP O
I PRP B-NP O
was VBD B-VP O
still RB I-VP O
impressed VBN I-VP O
by IN B-PP O
the DT B-NP O
flavor NN I-NP O
, , O O
I PRP B-NP O
decided VBD B-VP O
to TO I-VP O
go VB I-VP O
back RP O O
with IN B-PP O
some DT B-NP O
friends NNS I-NP O
last JJ I-NP O
week NN I-NP O
now RB O O
that IN B-PP O
they PRP B-NP O
've VBP B-VP O
been VBN I-VP O
open JJ B-NP O
for IN B-PP O
a DT B-NP O
while NN I-NP O
. . O O

I PRP B-NP O
must MD B-VP O
say VB I-VP O
I PRP B-NP O
was VBD B-VP O
thoroughly RB I-VP O
impressed JJ B-NP O
. . O O

The DT B-NP O
spice NN I-NP O
was VBD B-VP O
on IN B-PP O
point NN B-NP O
, , O O
the DT B-NP O
food NN I-NP O
was VBD B-VP O
delicious JJ B-NP O
and CC O O
the DT B-NP O
staff NN I-NP O
was VBD B-VP O
very RB I-VP O
friendly JJ B-NP O
. . O O

The DT B-NP O
interior NN I-NP O
is VBZ B-VP O
also RB I-VP O
beautiful JJ B-NP O
. . O O

I PRP B-NP O
would MD B-VP O
highly RB I-VP O
recommend VB I-VP O
spice NN B-NP O
bros NNS I-NP O
to TO B-VP O
anyone NN B-NP O
looking VBG I-NP O
for IN B-PP O
some DT B-NP O
delicious JJ I-NP O
fast RB O O
food NN B-NP O
that IN B-PP O
strays VBZ B-NP O
away RB O O
from IN B-PP O
the DT B-NP O
typical JJ I-NP O
go-to NN I-NP O
's POS B-NP O
. . O O

I PRP B-NP O
finally RB O O
had VBD B-VP O
a DT B-NP O
chance NN I-NP O
to TO B-VP O
try VB I-VP O
SpiceBros NNP B-NP O
in IN B-PP O
the DT B-NP O
West NNP I-NP O
Island NNP I-NP O
after IN B-PP O
a DT B-NP O
return NN I-NP O
trip NN I-NP O
from IN B-PP O
the DT B-NP O
airport-with JJ I-NP O
daily JJ I-NP O
hours NNS I-NP O
closing VBG B-VP O
at IN B-PP O
nine CD B-NP O
I PRP B-NP O
was VBD B-VP O
super RB I-VP O
excited VBN I-VP O
to TO I-VP O
check VB I-VP O
out RP O O
their PRP$ B-NP O
menu NN I-NP O
. . O O

This DT B-NP O
is VBZ B-VP O
your PRP$ B-NP O
family NN I-NP O
styled VBD B-VP O
fast RB I-VP O
food NN B-NP O
restaurant NN I-NP O
with IN B-PP O
plenty NN B-NP O
of IN B-PP O
seating NN B-NP O
. . O O

The DT B-NP O
decor NN I-NP O
is VBZ B-VP O
exquisite JJ B-NP O
with IN B-PP O
original JJ B-NP O
wall JJ I-NP O
art NN I-NP O
and CC O O
the DT B-NP O
infamous JJ I-NP O
Spicebros NNP I-NP O
logo NN I-NP O
! . O O

Since IN B-PP O
I PRP B-NP O
knew VBD B-VP O
I PRP B-NP O
am VBP B-VP O
far RB I-VP O
out RB O O
in IN B-PP O
the DT B-NP O
south NN I-NP O
Shore VBD B-VP O
it PRP B-NP O
was VBD B-VP O
necessary JJ B-NP O
to TO B-VP O
try VB I-VP O
most JJS O O
of IN B-PP O
their PRP$ B-NP O
menu NN I-NP O
: : O O
The DT B-NP O
frankie NN I-NP O
rolls NNS I-NP O
( ( O O
8 CD B-NP O
$ $ I-NP O
) ) O O
- : O O
this DT B-NP O
is VBZ B-VP O
a DT B-NP O
very RB O O
large JJ B-NP O
serving VBG I-NP O
comparable JJ I-NP O
to TO B-VP O
a DT B-NP O
12 CD I-NP O
inch NN I-NP O
sub NN I-NP O
, , O O
we PRP B-NP O
got VBD B-VP O
the DT B-NP O
sandwich NN I-NP B-MENU
cut NN I-NP O
in IN B-PP O
3 CD B-NP O
pieces NNS I-NP O
- : O O
these DT B-NP O
were VBD B-VP O
still RB I-VP O
large JJ B-NP O
portions NNS I-NP O
. . O O

The DT B-NP O
tandoori NN I-NP B-MENU
chicken NN I-NP I-MENU
was VBD B-VP O
kind NN B-NP O
of IN B-PP O
dry JJ B-NP O
but CC O O
garnishes NNS B-NP O
is VBZ B-VP O
very RB I-VP O
important JJ B-NP O
. . O O

The DT B-NP O
bro NN I-NP B-MENU
bowl NN I-NP I-MENU
( ( O O
12 CD B-NP O
$ $ I-NP O
) ) O O
- : O O
that DT B-NP O
is VBZ B-VP O
like IN B-PP O
a DT B-NP O
Indian JJ I-NP O
salad NN I-NP B-MENU
bowl NN I-NP O
concept NN I-NP O
comes VBZ B-VP O
with IN B-PP O
your PRP$ B-NP O
choice NN I-NP O
of IN B-PP O
protein NN B-NP O
and CC O O
side NN B-NP O
. . O O

The DT B-NP O
butter NN I-NP B-MENU
paneer NN I-NP I-MENU
was VBD B-VP O
really RB I-VP O
good JJ B-NP O
- : O O
but CC O O
I PRP B-NP O
regret VBP B-VP O
not RB I-VP O
taking VBG I-VP O
the DT B-NP O
rice NN I-NP B-MENU
as IN B-PP O
a DT B-NP O
base NN I-NP O
- : O O
since IN B-PP O
I PRP B-NP O
was VBD B-VP O
so RB I-VP O
rushed JJ B-NP O
to TO B-VP O
order NN B-NP O
. . O O

The DT B-NP O
bhel NN I-NP B-MENU
puri NN I-NP I-MENU
( ( O O
not RB O O
on IN B-PP O
online JJ B-NP O
menu NN I-NP O
) ) O O
- : O O
or CC O O
indian JJ B-NP O
trail NN I-NP O
mix NN I-NP O
that WDT B-NP O
comes VBZ B-VP O
with IN B-PP O
puffy NN B-NP O
baked VBN I-NP O
rice NN I-NP B-MENU
grains NNS I-NP O
, , O O
peanuts NNS B-NP O
, , O O
fried VBD B-VP O
spicy NN B-NP O
dough NN I-NP O
bits NNS I-NP O
, , O O
and CC O O
salad JJ B-NP B-MENU
toppings NNS I-NP O
mixed VBN B-VP O
in IN B-PP O
with IN B-PP O
a DT B-NP O
sweet JJ I-NP O
and CC O O
spicy NN B-NP O
tamarind NN I-NP B-MENU
sauce NN I-NP I-MENU
was VBD B-VP O
a DT B-NP O
solid JJ I-NP O
dish NN I-NP O
. . O O

Do VBP O O
n't RB O O
keep VB B-VP O
this DT B-NP O
for IN B-PP O
leftovers NNS B-NP O
because IN B-PP O
it PRP B-NP O
wo MD B-VP O
n't RB I-VP O
taste VB I-VP O
as RB O O
good JJ B-NP O
. . O O

The DT B-NP O
butter NN I-NP B-MENU
chicken NN I-NP I-MENU
poutine NN I-NP I-MENU
( ( O O
10 CD B-NP O
$ $ I-NP O
) ) O O
- : O O
my PRP$ B-NP O
favorite JJ I-NP O
dish-I NN I-NP O
was VBD B-VP O
disappointed VBN I-VP O
there EX O O
were VBD B-VP O
n't RB I-VP O
real JJ B-NP O
french JJ I-NP B-MENU
fries NNS I-NP I-MENU
but CC O O
more JJR O O
so RB O O
potato JJ B-NP O
wedges NNS I-NP O
. . O O

The DT B-NP O
portion NN I-NP O
was VBD B-VP O
huge JJ B-NP O
! . O O

but CC O O
french JJ B-NP B-MENU
fries NNS I-NP I-MENU
would MD B-VP O
really RB I-VP O
make VB I-VP O
a DT B-NP O
difference NN I-NP O
. . O O

The DT B-NP O
mango NN I-NP B-MENU
lassi NN I-NP I-MENU
was VBD B-VP O
so RB I-VP O
nice JJ B-NP O
to TO B-VP O
have VB I-VP O
alongside RB O O
all PDT B-NP O
this DT I-NP O
food NN I-NP O
. . O O

All PDT B-NP O
this DT I-NP O
food NN I-NP O
fed VBD B-VP O
3 CD B-NP O
people NNS I-NP O
and CC O O
cost NN B-NP O
less JJR I-NP O
than IN B-PP O
50 CD B-NP O
$ $ I-NP O
total JJ I-NP O
. . O O

I PRP B-NP O
think VBP B-VP O
they PRP B-NP O
just RB O O
replaced VBD B-VP O
Delhi NNP B-NP B-MENU
Kebab NNP I-NP I-MENU
for IN B-PP O
me PRP B-NP O
lol NN I-NP O
! . O O

close RB O O
to TO B-VP O
my PRP$ B-NP O
love NN I-NP O
for IN B-PP O
Pushaps NNP B-NP O
. . O O

Ca NNP B-NP O
n't RB O O
wait VBD B-VP O
to TO I-VP O
see VB I-VP O
what WP B-NP O
new JJ I-NP O
additions NNS I-NP O
come VBP B-VP O
to TO I-VP O
the DT B-NP O
menu NN I-NP O
for IN B-PP O
these DT B-NP O
bros NNS I-NP O
- : O O
a DT B-NP O
DESI NNP I-NP O
DELIGHT NNP I-NP O
! . O O

We PRP B-NP O
decided VBD B-VP O
to TO I-VP O
try VB I-VP O
a DT B-NP O
new JJ I-NP O
restaurant NN I-NP O
around IN B-PP O
here RB B-NP O
. . O O

I PRP B-NP O
really RB O O
like IN B-PP O
that IN B-PP O
you PRP B-NP O
can MD B-VP O
choose VB I-VP O
between IN B-PP O
roti NN B-NP B-MENU
, , O O
naan JJ B-NP B-MENU
bread NN I-NP I-MENU
or CC O O
bowel NN B-NP O
. . O O

From IN B-PP O
there EX B-NP O
you PRP B-NP O
can MD B-VP O
choose VB I-VP O
your PRP$ B-NP O
type NN I-NP O
of IN B-PP O
meat NN B-NP O
. . O O

Since IN B-PP O
it PRP B-NP O
was VBD B-VP O
my PRP$ B-NP O
first JJ I-NP O
time NN I-NP O
here RB O O
, , O O
i NN B-NP O
asked VBD B-VP O
for IN B-PP O
help NN B-NP O
and CC O O
right VB B-VP O
away RB I-VP O
they PRP B-NP O
gave VBD B-VP O
me PRP B-NP O
great JJ I-NP O
suggestions NNS I-NP O
. . O O

For IN B-PP O
take VB B-NP O
out RP O O
: : O O
I PRP B-NP O
got VBD B-VP O
the DT B-NP O
naan JJ I-NP B-MENU
bread NN I-NP I-MENU
, , O O
with IN B-PP O
butter NN B-NP B-MENU
chicken NN I-NP I-MENU
and CC O O
all DT B-NP O
dress NN I-NP O
. . O O

The DT B-NP O
sauce NN I-NP B-MENU
on IN B-PP O
top NN B-NP O
was VBD B-VP O
West NNP B-NP O
coast NN I-NP O
coriander NN I-NP O
and CC O O
Scorpion NNP B-NP B-MENU
sauce NN I-NP I-MENU
. . O O

The DT B-NP O
combination NN I-NP O
was VBD B-VP O
tasty JJ B-NP O
! . O O

I PRP B-NP O
bought VBD B-VP O
a DT B-NP O
second JJ I-NP O
for IN B-PP O
my PRP$ B-NP O
mom NN I-NP O
to TO B-VP O
try VB I-VP O
and CC I-VP O
she PRP B-NP O
loves VBZ B-VP O
it PRP B-NP O
. . O O

Our PRP$ B-NP O
only JJ I-NP O
complaint NN I-NP O
: : O O
when WRB O O
we PRP B-NP O
got VBD B-VP O
home RB I-VP O
our PRP$ B-NP O
naan NN I-NP B-MENU
' '' O O
wraps NNS B-NP O
' POS B-NP O
were VBD B-VP O
soggy NNS B-NP O
. . O O

I PRP B-NP O
would MD B-VP O
suggest VB I-VP O
eat NN B-NP O
it PRP B-NP O
at IN B-PP O
the DT B-NP O
restaurant NN I-NP O
or CC O O
possibly RB O O
asking VBG B-VP O
them PRP B-NP O
to TO B-VP O
put VB I-VP O
the DT B-NP O
fillings NNS I-NP O
in IN B-PP O
a DT B-NP O
separate JJ I-NP O
bowl NN I-NP O
and CC O O
you PRP B-NP O
can MD B-VP O
assemble VB I-VP O
naan JJ B-NP B-MENU
and CC O O
fillings NNS B-NP O
at IN B-PP O
home NN B-NP O
. . O O

Then RB O O
you PRP B-NP O
can MD B-VP O
truly VB I-VP O
enjoy VB I-VP O
this DT B-NP O
tasty JJ I-NP O
dish NN I-NP O
. . O O

Overall JJ B-NP O
very RB O O
bland RB O O
food NN B-NP O
. . O O

I PRP B-NP O
ubereats VBP B-VP O
the DT B-NP O
food NN I-NP O
here RB O O
. . O O

Not RB O O
great JJ B-NP O
quality NN I-NP O
. . O O

The DT B-NP O
garlic JJ I-NP B-MENU
bread NN I-NP I-MENU
tasted VBN B-VP O
like IN B-PP O
regular JJ B-NP O
toasted VBN I-NP B-MENU
bread NN I-NP I-MENU
and CC O O
the DT B-NP O
food NN I-NP O
itself PRP B-NP O
( ( O O
which WDT B-NP O
was VBD B-VP O
chicken VBN I-VP B-MENU
something NN B-NP O
) ) O O
contained VBD B-VP O
very RB I-VP O
little JJ B-NP O
chicken NN I-NP B-MENU
and CC O O
a DT B-NP O
lot NN I-NP O
of IN B-PP O
rice NN B-NP B-MENU
and CC O O
vegetable NN B-NP B-MENU
. . O O

Also RB O O
the DT B-NP O
sauces NNS I-NP B-MENU
did VBD B-VP O
n't RB I-VP O
taste VB I-VP O
like IN B-PP O
much RB B-NP O
. . O O

It PRP B-NP O
's VBZ B-VP O
like IN B-PP O
indian JJ B-NP O
food NN I-NP O
for IN B-PP O
really RB B-NP O
white JJ I-NP O
people NNS I-NP O
( ( O O
pardon VB B-VP O
my PRP$ B-NP O
lack NN I-NP O
of IN B-PP O
political JJ B-NP O
correctness NN I-NP O
) ) O O
, , O O
very RB O O
little JJ B-NP O
of IN B-PP O
the DT B-NP O
typical JJ I-NP O
spices NNS I-NP O
you PRP B-NP O
'd MD B-VP O
expect VB I-VP O
. . O O

There EX B-NP O
are VBP B-VP O
much JJ B-NP O
better JJR I-NP O
places NNS I-NP O
nearby RB O O
to TO B-VP O
get VB I-VP O
much RB O O
more RBR O O
authentic JJ B-NP O
indian JJ I-NP O
food NN I-NP O
. . O O

Go VB B-VP O
there RB I-VP O
if IN B-PP O
you PRP B-NP O
do VBP B-VP O
n't RB I-VP O
really RB O O
feel VB B-VP O
like IN B-PP O
eating VBG B-VP O
Indian JJ B-NP O
food NN I-NP O
. . O O

We PRP B-NP O
tried VBD B-VP O
very RB I-VP O
hard JJ B-NP O
to TO B-VP O
detect VB I-VP O
any DT B-NP O
of IN B-PP O
the DT B-NP O
typical JJ I-NP O
flavors NNS I-NP O
you PRP B-NP O
're VBP B-VP O
usually RB I-VP O
looking VBG I-VP O
for IN B-PP O
when WRB O O
going VBG B-VP O
for IN B-PP O
Indian JJ B-NP O
- : O O
it PRP B-NP O
was VBD B-VP O
nowhere RB I-VP O
to TO I-VP O
be VB I-VP O
found VBN I-VP O
. . O O

On IN B-PP O
to TO B-PP O
the DT B-NP O
grub NN I-NP O
. . O O

Ordered VBN B-VP O
the DT B-NP O
Tawa NNP I-NP B-MENU
Paneer NNP I-NP I-MENU
Masala NNP I-NP I-MENU
, , O O
the DT B-NP O
Lamb NNP I-NP B-MENU
Rogan NNP I-NP I-MENU
Josh NNP I-NP I-MENU
, , O O
the DT B-NP O
Sada NNP I-NP B-MENU
Chawal NNP I-NP I-MENU
( ( O O
basmati JJ B-NP B-MENU
rice NN I-NP I-MENU
because IN B-PP O
it PRP B-NP O
's VBZ B-VP O
not RB I-VP O
included VBN I-VP O
) ) O O
, , O O
and CC O O
an DT B-NP O
order NN I-NP O
of IN B-PP O
Garlic NNP B-NP B-MENU
Naan NNP I-NP I-MENU
. . O O

I PRP B-NP O
'm VBP B-VP O
no DT B-NP O
connoisseur NN I-NP O
of IN B-PP O
Indian JJ B-NP O
food NN I-NP O
, , O O
but CC O O
I PRP B-NP O
know VBP B-VP O
what WP B-NP O
I PRP B-NP O
like VBP B-VP O
. . O O

The DT B-NP O
Tawa NNP I-NP B-MENU
Paneer NNP I-NP I-MENU
Masala NNP I-NP I-MENU
was VBD B-VP O
sufficiently RB I-VP O
cheesy VBN I-VP O
. . O O

The DT B-NP O
Lamb NNP I-NP B-MENU
Rogan NNP I-NP I-MENU
Josh NNP I-NP I-MENU
was VBD B-VP O
well RB I-VP O
seasoned VBN I-VP O
with IN B-PP O
spices NNS B-NP O
and CC O O
hot JJ B-NP O
enough RB O O
to TO B-VP O
my PRP$ B-NP O
liking NN I-NP O
. . O O

However RB O O
, , O O
I PRP B-NP O
did VBD B-VP O
n't RB I-VP O
think VB I-VP O
the DT B-NP O
lamb NN I-NP B-MENU
was VBD B-VP O
tender VBN I-VP O
enough RB O O
. . O O

I PRP B-NP O
was VBD B-VP O
disappointed VBN I-VP O
that IN B-PP O
the DT B-NP O
entrees NNS I-NP O
did VBD B-VP O
n't RB I-VP O
already RB O O
come VB B-VP O
with IN B-PP O
rice NN B-NP B-MENU
. . O O

But CC O O
, , O O
what WP B-NP O
do VBP B-VP O
you PRP B-NP O
expect VB B-VP O
for IN B-PP O
a DT B-NP O
downtown NN I-NP O
restaurant NN I-NP O
? . O O

Finally RB O O
, , O O
the DT B-NP O
Garlic NNP I-NP B-MENU
Naan NNP I-NP I-MENU
was VBD B-VP O
excellent JJ B-NP O
. . O O

Fresh NNP B-NP O
and CC O O
had VBD B-VP O
a DT B-NP O
ton NN I-NP O
of IN B-PP O
tasty JJ B-NP O
garlic NN I-NP O
. . O O

I PRP B-NP O
believe VBP B-VP O
the DT B-NP O
prices NNS I-NP O
are VBP B-VP O
on IN B-PP O
par NN B-NP O
with IN B-PP O
other JJ B-NP O
places NNS I-NP O
I PRP B-NP O
've VBP B-VP O
been VBN I-VP O
to TO I-VP O
. . O O

Would MD O O
I PRP B-NP O
go VB B-VP O
back RB I-VP O
again RB O O
? . O O

Sure RB O O
. . O O

Is VBZ B-VP O
it PRP B-NP O
my PRP$ I-NP O
favorite JJ I-NP O
Indian JJ I-NP O
place NN I-NP O
? . O O

Not RB O O
so RB O O
much JJ B-NP O
. . O O

My PRP$ B-NP O
bias NN I-NP O
, , O O
I PRP B-NP O
am VBP B-VP O
a DT B-NP O
lover NN I-NP O
of IN B-PP O
indian JJ B-NP O
food NN I-NP O
and CC O O
buffets NNS B-NP O
! . O O

The DT B-NP O
atmosphere NN I-NP O
was VBD B-VP O
friendly RB I-VP O
, , O O
the DT B-NP O
food NN I-NP O
prepared VBN B-VP O
well RB I-VP O
and CC I-VP O
tasty VB I-VP O
, , O O
not RB O O
too RB O O
spices NNS B-NP O
and CC O O
the DT B-NP O
the DT I-NP O
service NN I-NP O
great JJ I-NP O
. . O O

I PRP B-NP O
discovered VBD B-VP O
this DT B-NP O
restaurant NN I-NP O
in IN B-PP O
walking VBG B-VP O
distance NN B-NP O
to TO B-VP O
my PRP$ B-NP O
hotel NN I-NP O
while IN B-PP O
on IN B-PP O
a DT B-NP O
pleasure NN I-NP O
trip NN I-NP O
to TO B-VP O
Toronto NNP B-NP O
! . O O

Great NNP B-NP O
value NN I-NP O
and CC O O
my PRP$ B-NP O
companions NNS I-NP O
, , O O
who WP B-NP O
are VBP B-VP O
a DT B-NP O
bit NN I-NP O
picky JJ I-NP O
. . O O
. . O O
described VBD B-VP O
it PRP B-NP O
as IN B-PP O
the DT B-NP O
best JJS I-NP O
Indian JJ I-NP O
food NN I-NP O
they PRP B-NP O
'd MD B-VP O
tasted VBN I-VP O
; : O O
- : O O
) ) O O
Stop VB B-VP O
on IN B-PP O
by IN B-PP O
! . O O

I PRP B-NP O
am VBP B-VP O
spicy JJ B-NP O
kinda NNP I-NP O
person NN I-NP O
so RB O O
hot JJ B-NP O
and CC O O
spicy NN B-NP O
is VBZ B-VP O
my PRP$ B-NP O
thing NN I-NP O
. . O O

Food NN B-NP O
here RB O O
is VBZ B-VP O
awesome JJ B-NP O
with IN B-PP O
nice JJ B-NP O
ambiance NN I-NP O
, , O O
did VBD B-VP O
not RB I-VP O
feel VB I-VP O
like IN B-PP O
curry NN B-NP B-MENU
smell NN I-NP O
when WRB O O
I PRP B-NP O
got VBD B-VP O
out RP O O
but CC O O
must MD B-VP O
say VB I-VP O
i NN B-NP O
had VBD B-VP O
one CD B-NP O
of IN B-PP O
the DT B-NP O
tastiest JJS I-NP O
Chicken JJ I-NP B-MENU
Tikka NNP I-NP I-MENU
must MD B-VP O
go VB I-VP O
back RB O O
again RB O O
. . O O

My PRP$ B-NP O
go NN I-NP O
to TO B-VP O
for IN B-PP O
Indian JJ B-NP O
delivery NN I-NP O
. . O O

I PRP B-NP O
order NN I-NP O
online NN I-NP O
and CC O O
it PRP B-NP O
's VBZ B-VP O
convenient JJ B-NP O
and CC O O
had VBD B-VP O
great JJ B-NP O
selection NN I-NP O
. . O O

I PRP B-NP O
've VBP B-VP O
enjoyed VBN I-VP O
all DT B-NP O
of IN B-PP O
the DT B-NP O
dishes NNS I-NP O
I PRP B-NP O
've VBP B-VP O
tried VBN I-VP O
and CC I-VP O
love VB I-VP O
their PRP$ B-NP O
vegetarian JJ I-NP O
selection NN I-NP O
. . O O

If IN B-PP O
I PRP B-NP O
HAD VBD B-VP O
to TO I-VP O
remark VB I-VP O
on IN B-PP O
a DT B-NP O
negative JJ I-NP O
taste NN I-NP O
, , O O
their PRP$ B-NP O
chutney NN I-NP B-MENU
us PRP B-NP O
pretty RB O O
gross JJ B-NP O
. . O O

I PRP B-NP O
've VBP B-VP O
never RB I-VP O
dined VBN I-VP O
in IN B-PP O
so RB B-NP O
i JJ I-NP O
ca MD B-VP O
n't RB I-VP O
speak VB I-VP O
to TO I-VP O
service VB I-VP O
or CC I-VP O
appearance VB I-VP O
. . O O

I PRP B-NP O
'm VBP B-VP O
never RB I-VP O
upset VBN I-VP O
with IN B-PP O
a DT B-NP O
bowl NN I-NP O
of IN B-PP O
a DT B-NP O
lentil JJ I-NP B-MENU
dish NN I-NP I-MENU
and CC O O
a DT B-NP O
slab NN I-NP O
of IN B-PP O
their PRP$ B-NP O
garlic JJ I-NP B-MENU
naan NN I-NP I-MENU
. . O O

Decent JJ B-NP O
Indian JJ I-NP O
food NN I-NP O
but CC O O
a DT B-NP O
little JJ I-NP O
expensive JJ I-NP O
for IN B-PP O
what WP B-NP O
it PRP B-NP O
is VBZ B-VP O
. . O O

This DT B-NP O
would MD B-VP O
be VB I-VP O
a DT B-NP O
4 CD I-NP O
/ NN I-NP O
5 CD I-NP O
if IN B-PP O
the DT B-NP O
price NN I-NP O
point NN I-NP O
was VBD B-VP O
right JJ B-NP O
. . O O

Nice NNP B-NP O
decor NN I-NP O
, , O O
low JJ B-NP O
lighting NN I-NP O
. . O O

A DT B-NP O
good JJ I-NP O
place NN I-NP O
for IN B-PP O
a DT B-NP O
date NN I-NP O
if IN B-PP O
you PRP B-NP O
can MD B-VP O
both VB I-VP O
handle JJ B-NP O
spice NN I-NP O
well RB O O
. . O O

New NNP B-NP O
favourite JJ I-NP O
spot NN I-NP O
for IN B-PP O
Indian JJ B-NP O
food NN I-NP O
in IN B-PP O
Toronto NNP B-NP O
! . O O

I PRP B-NP O
've VBP B-VP O
been VBN I-VP O
here RB O O
twice RB O O
and CC O O
the DT B-NP O
quality NN I-NP O
has VBZ B-VP O
always RB I-VP O
blown VBN I-VP O
me PRP B-NP O
away RB O O
. . O O

The DT B-NP O
curries NNS I-NP O
are VBP B-VP O
so RB I-VP O
fantastic JJ B-NP O
. . O O

I PRP B-NP O
usually RB O O
stick VBP B-VP O
to TO I-VP O
the DT B-NP O
Paneer NNP I-NP B-MENU
Masala NNP I-NP I-MENU
but CC O O
the DT B-NP O
Saag NNP I-NP B-MENU
Paneer NNP I-NP I-MENU
is VBZ B-VP O
wonderful JJ B-NP O
here RB O O
too RB O O
. . O O

The DT B-NP O
garlic JJ I-NP B-MENU
naan NN I-NP I-MENU
was VBD B-VP O
super JJ B-NP O
delicious JJ I-NP O
as RB O O
well RB O O
. . O O

Naturally RB O O
, , O O
there EX B-NP O
are VBP B-VP O
tons NNS B-NP O
of IN B-PP O
vegetarian JJ B-NP O
options NNS I-NP O
so IN B-PP O
a DT B-NP O
great JJ I-NP O
place NN I-NP O
for IN B-PP O
veggies NNS B-NP O
! . O O

If IN B-PP O
I PRP B-NP O
could MD B-VP O
eat VB I-VP O
here RB O O
every DT B-NP O
night NN I-NP O
I PRP B-NP O
probably RB O O
would MD B-VP O
! . O O

Come NNP B-NP O
hungry NN I-NP O
because IN B-PP O
one CD B-NP O
curry NN I-NP B-MENU
per IN B-PP O
person NN B-NP O
is VBZ B-VP O
a DT B-NP O
ton NN I-NP O
of IN B-PP O
food NN B-NP O
with IN B-PP O
rice NN B-NP B-MENU
and CC O O
naan NN B-NP B-MENU
. . O O

I PRP B-NP O
love VBP B-VP O
taking VBG I-VP O
Indian JJ B-NP O
food NN I-NP O
home NN I-NP O
, , O O
though RB O O
, , O O
and CC O O
this DT B-NP O
place NN I-NP O
is VBZ B-VP O
great JJ B-NP O
for IN B-PP O
leftovers NNS B-NP O
as RB O O
well RB O O
! . O O

I PRP B-NP O
have VBP B-VP O
n't RB I-VP O
had VBD I-VP O
dessert VBN I-VP O
here RB O O
but CC O O
I PRP B-NP O
promise VBP B-VP O
to TO I-VP O
update VB I-VP O
this DT B-NP O
review NN I-NP O
when WRB O O
I PRP B-NP O
do VBP B-VP O
. . O O

I PRP B-NP O
'm VBP B-VP O
sure JJ B-NP O
the DT I-NP O
Gulab NNP I-NP B-MENU
Jamun NNP I-NP I-MENU
is VBZ B-VP O
great JJ B-NP O
! . O O

Came NN B-NP O
here RB O O
for IN B-PP O
lunch NN B-NP O
buffet NN I-NP O
. . O O

Buffet NNP B-NP O
supposedly RB O O
starts VBZ B-VP O
at IN B-PP O
11.30 CD B-NP O
am VBP B-VP O
but CC I-VP O
when WRB O O
I PRP B-NP O
arrived VBD B-VP O
, , O O
they PRP B-NP O
were VBD B-VP O
still RB I-VP O
preparing VBG I-VP O
and CC I-VP O
bringing VBG I-VP O
out RP O O
the DT B-NP O
food NN I-NP O
. . O O

Buffet NNP B-NP O
price NN I-NP O
is VBZ B-VP O
about IN B-PP O
$ $ B-NP O
13 CD I-NP O
+ NNP I-NP O
+ NNP I-NP O
. . O O

Overall JJ B-NP O
, , O O
I PRP B-NP O
would MD B-VP O
say VB I-VP O
meat NN B-NP O
selection NN I-NP O
is VBZ B-VP O
the DT B-NP O
best JJS I-NP O
I PRP B-NP O
've VBP B-VP O
